"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"24 years"	"24"	4305	4198241	102.5
	"2007"	"2007"	"25 years"	"25"	4129	4245572	97.3
	"2007"	"2007"	"26 years"	"26"	4233	4222850	100.2
	"2007"	"2007"	"27 years"	"27"	4226	4224395	100.0
	"2007"	"2007"	"28 years"	"28"	4160	3999799	104.0
	"2007"	"2007"	"29 years"	"29"	4183	3850082	108.6
	"2007"	"2007"	"30 years"	"30"	4117	3894527	105.7
	"2007"	"2007"	"31 years"	"31"	4102	3724612	110.1
	"2007"	"2007"	"32 years"	"32"	4263	3899463	109.3
	"2007"	"2007"	"33 years"	"33"	4339	3780927	114.8
	"2007"	"2007"	"34 years"	"34"	4820	3871236	124.5
	"2007"	"2007"	"35 years"	"35"	5309	4083733	130.0
	"2007"	"2007"	"36 years"	"36"	5837	4302578	135.7
	"2007"	"2007"	"37 years"	"37"	6255	4370533	143.1
	"2007"	"2007"	"38 years"	"38"	6598	4136991	159.5
	"2007"	"2007"	"39 years"	"39"	6882	4070056	169.1
	"2007"	"2007"	"40 years"	"40"	7607	4071341	186.8
	"2007"	"2007"	"41 years"	"41"	8475	4202260	201.7
	"2007"	"2007"	"42 years"	"42"	9546	4485432	212.8
	"2007"	"2007"	"43 years"	"43"	10932	4560505	239.7
	"2007"	"2007"	"44 years"	"44"	12165	4512801	269.6
	"2007"	"2007"	"45 years"	"45"	13071	4519792	289.2
	"2007"	"2007"	"46 years"	"46"	14477	4591932	315.3
	"2007"	"2007"	"47 years"	"47"	15643	4694196	333.2
	"2007"	"2007"	"48 years"	"48"	16708	4487653	372.3
	"2007"	"2007"	"49 years"	"49"	17839	4506188	395.9
	"2007"	"2007"	"50 years"	"50"	19360	4426479	437.4
	"2007"	"2007"	"51 years"	"51"	20623	4294933	480.2
	"2007"	"2007"	"52 years"	"52"	21352	4292620	497.4
	"2007"	"2007"	"53 years"	"53"	22451	4124978	544.3
	"2007"	"2007"	"54 years"	"54"	23162	4001168	578.9
	"2007"	"2007"	"55 years"	"55"	24254	3829701	633.3
	"2007"	"2007"	"56 years"	"56"	24955	3761384	663.5
	"2007"	"2007"	"57 years"	"57"	26279	3734883	703.6
	"2007"	"2007"	"58 years"	"58"	27504	3588953	766.4
	"2007"	"2007"	"59 years"	"59"	29466	3539851	832.4
	"2007"	"2007"	"60 years"	"60"	32041	3659454	875.6
	"2007"	"2007"	"61 years"	"61"	27403	2775802	987.2
	"2007"	"2007"	"62 years"	"62"	28804	2757918	1044.4
	"2007"	"2007"	"63 years"	"63"	31648	2711325	1167.3
	"2007"	"2007"	"64 years"	"64"	34756	2769163	1255.1
	"2007"	"2007"	"65 years"	"65"	33801	2445756	1382.0
	"2007"	"2007"	"66 years"	"66"	33496	2257671	1483.7
	"2007"	"2007"	"67 years"	"67"	34281	2191327	1564.4
	"2007"	"2007"	"68 years"	"68"	35602	2068095	1721.5
	"2007"	"2007"	"69 years"	"69"	37811	2007386	1883.6
	"2007"	"2007"	"70 years"	"70"	38341	1860716	2060.6
	"2007"	"2007"	"71 years"	"71"	40687	1826784	2227.2
	"2007"	"2007"	"72 years"	"72"	43613	1798955	2424.4
	"2007"	"2007"	"73 years"	"73"	44334	1633722	2713.7
	"2007"	"2007"	"74 years"	"74"	47272	1608315	2939.2
	"2007"	"2007"	"75 years"	"75"	51055	1553097	3287.3
	"2007"	"2007"	"76 years"	"76"	54369	1535224	3541.4
	"2007"	"2007"	"77 years"	"77"	58251	1521903	3827.5
	"2007"	"2007"	"78 years"	"78"	60579	1414814	4281.8
	"2007"	"2007"	"79 years"	"79"	64775	1375325	4709.8
	"2007"	"2007"	"80 years"	"80"	67786	1292775	5243.4
	"2007"	"2007"	"81 years"	"81"	70562	1216593	5800.0
	"2007"	"2007"	"82 years"	"82"	73985	1158822	6384.5
	"2007"	"2007"	"83 years"	"83"	75459	1065220	7083.9
	"2007"	"2007"	"84 years"	"84"	75861	953666	7954.7
	"2007"	"2007"	"85 years"	"85"	77832	Not Applicable	Not Applicable
	"2007"	"2007"	"86 years"	"86"	77066	Not Applicable	Not Applicable
	"2007"	"2007"	"87 years"	"87"	73003	Not Applicable	Not Applicable
	"2007"	"2007"	"88 years"	"88"	66968	Not Applicable	Not Applicable
	"2007"	"2007"	"89 years"	"89"	64355	Not Applicable	Not Applicable
	"2007"	"2007"	"90 years"	"90"	58928	Not Applicable	Not Applicable
	"2007"	"2007"	"91 years"	"91"	54036	Not Applicable	Not Applicable
	"2007"	"2007"	"92 years"	"92"	48749	Not Applicable	Not Applicable
	"2007"	"2007"	"93 years"	"93"	42448	Not Applicable	Not Applicable
	"2007"	"2007"	"94 years"	"94"	36019	Not Applicable	Not Applicable
	"2007"	"2007"	"95 years"	"95"	29592	Not Applicable	Not Applicable
	"2007"	"2007"	"96 years"	"96"	22912	Not Applicable	Not Applicable
	"2007"	"2007"	"97 years"	"97"	18237	Not Applicable	Not Applicable
	"2007"	"2007"	"98 years"	"98"	13730	Not Applicable	Not Applicable
	"2007"	"2007"	"99 years"	"99"	10006	Not Applicable	Not Applicable
	"2007"	"2007"	"100+ years"	"100"	19766	Not Applicable	Not Applicable
	"2007"	"2007"	"Not Stated"	"NS"	201	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"0"	28059	4132735	678.9
	"2008"	"2008"	"1 year"	"1"	1967	4100756	48.0
	"2008"	"2008"	"2 years"	"2"	1169	4004146	29.2
	"2008"	"2008"	"3 years"	"3"	896	3992320	22.4
	"2008"	"2008"	"4 years"	"4"	698	4041170	17.3
	"2008"	"2008"	"5 years"	"5"	568	4024297	14.1
	"2008"	"2008"	"6 years"	"6"	497	3988117	12.5
	"2008"	"2008"	"7 years"	"7"	498	4073291	12.2
	"2008"	"2008"	"8 years"	"8"	489	3930544	12.4
	"2008"	"2008"	"9 years"	"9"	450	3913353	11.5
	"2008"	"2008"	"10 years"	"10"	484	4093680	11.8
	"2008"	"2008"	"11 years"	"11"	506	4055388	12.5
	"2008"	"2008"	"12 years"	"12"	569	4159477	13.7
	"2008"	"2008"	"13 years"	"13"	699	4200016	16.6
	"2008"	"2008"	"14 years"	"14"	891	4198094	21.2
	"2008"	"2008"	"15 years"	"15"	1303	4318982	30.2
	"2008"	"2008"	"16 years"	"16"	1831	4411176	41.5
	"2008"	"2008"	"17 years"	"17"	2399	4467060	53.7
	"2008"	"2008"	"18 years"	"18"	3277	4588123	71.4
	"2008"	"2008"	"19 years"	"19"	3597	4425539	81.3
	"2008"	"2008"	"20 years"	"20"	3784	4302988	87.9
	"2008"	"2008"	"21 years"	"21"	3948	4251950	92.9
	"2008"	"2008"	"22 years"	"22"	4073	4232792	96.2
	"2008"	"2008"	"23 years"	"23"	4012	4237432	94.7
	"2008"	"2008"	"24 years"	"24"	3974	4155450	95.6
	"2008"	"2008"	"25 years"	"25"	4141	4246210	97.5
	"2008"	"2008"	"26 years"	"26"	4023	4206583	95.6
	"2008"	"2008"	"27 years"	"27"	4152	4265165	97.3
	"2008"	"2008"	"28 years"	"28"	4266	4215620	101.2
	"2008"	"2008"	"29 years"	"29"	4204	3969090	105.9
	"2008"	"2008"	"30 years"	"30"	4235	3970191	106.7
	"2008"	"2008"	"31 years"	"31"	4190	3828094	109.5
	"2008"	"2008"	"32 years"	"32"	4180	3807761	109.8
	"2008"	"2008"	"33 years"	"33"	4367	3907253	111.8
	"2008"	"2008"	"34 years"	"34"	4517	3791506	119.1
	"2008"	"2008"	"35 years"	"35"	4951	3908041	126.7
	"2008"	"2008"	"36 years"	"36"	5362	4083819	131.3
	"2008"	"2008"	"37 years"	"37"	6243	4291673	145.5
	"2008"	"2008"	"38 years"	"38"	6577	4382157	150.1
	"2008"	"2008"	"39 years"	"39"	6731	4151773	162.1
	"2008"	"2008"	"40 years"	"40"	7216	4065710	177.5
	"2008"	"2008"	"41 years"	"41"	8126	4090091	198.7
	"2008"	"2008"	"42 years"	"42"	9021	4199463	214.8
	"2008"	"2008"	"43 years"	"43"	10322	4495218	229.6
	"2008"	"2008"	"44 years"	"44"	11821	4524541	261.3
	"2008"	"2008"	"45 years"	"45"	12769	4499251	283.8
	"2008"	"2008"	"46 years"	"46"	14114	4541484	310.8
	"2008"	"2008"	"47 years"	"47"	15627	4606123	339.3
	"2008"	"2008"	"48 years"	"48"	16695	4672955	357.3
	"2008"	"2008"	"49 years"	"49"	18212	4501160	404.6
	"2008"	"2008"	"50 years"	"50"	19581	4471128	437.9
	"2008"	"2008"	"51 years"	"51"	20741	4464006	464.6
	"2008"	"2008"	"52 years"	"52"	21817	4264599	511.6
	"2008"	"2008"	"53 years"	"53"	22877	4306809	531.2
	"2008"	"2008"	"54 years"	"54"	24109	4132932	583.3
	"2008"	"2008"	"55 years"	"55"	25085	3949524	635.1
	"2008"	"2008"	"56 years"	"56"	25952	3850704	674.0
	"2008"	"2008"	"57 years"	"57"	26521	3733201	710.4
	"2008"	"2008"	"58 years"	"58"	27898	3722427	749.5
	"2008"	"2008"	"59 years"	"59"	29252	3558712	822.0
	"2008"	"2008"	"60 years"	"60"	32013	3476545	920.8
	"2008"	"2008"	"61 years"	"61"	34646	3694987	937.6
	"2008"	"2008"	"62 years"	"62"	29582	2757325	1072.9
	"2008"	"2008"	"63 years"	"63"	31105	2744863	1133.2
	"2008"	"2008"	"64 years"	"64"	34128	2668775	1278.8
	"2008"	"2008"	"65 years"	"65"	37040	2751913	1346.0
	"2008"	"2008"	"66 years"	"66"	35615	2416007	1474.1
	"2008"	"2008"	"67 years"	"67"	35708	2235669	1597.2
	"2008"	"2008"	"68 years"	"68"	36530	2160024	1691.2
	"2008"	"2008"	"69 years"	"69"	38557	2030734	1898.7
	"2008"	"2008"	"70 years"	"70"	39931	1953328	2044.3
	"2008"	"2008"	"71 years"	"71"	40787	1841560	2214.8
	"2008"	"2008"	"72 years"	"72"	43896	1776463	2471.0
	"2008"	"2008"	"73 years"	"73"	46481	1758650	2643.0
	"2008"	"2008"	"74 years"	"74"	47034	1581331	2974.3
	"2008"	"2008"	"75 years"	"75"	50235	1541027	3259.8
	"2008"	"2008"	"76 years"	"76"	53618	1518327	3531.4
	"2008"	"2008"	"77 years"	"77"	57532	1472006	3908.4
	"2008"	"2008"	"78 years"	"78"	61804	1464084	4221.3
	"2008"	"2008"	"79 years"	"79"	64181	1350299	4753.1
	"2008"	"2008"	"80 years"	"80"	67733	1294601	5232.0
	"2008"	"2008"	"81 years"	"81"	70756	1232307	5741.8
	"2008"	"2008"	"82 years"	"82"	73025	1136851	6423.4
	"2008"	"2008"	"83 years"	"83"	76795	1086404	7068.7
	"2008"	"2008"	"84 years"	"84"	77881	980196	7945.5
	"2008"	"2008"	"85 years"	"85"	77640	Not Applicable	Not Applicable
	"2008"	"2008"	"86 years"	"86"	79196	Not Applicable	Not Applicable
	"2008"	"2008"	"87 years"	"87"	76935	Not Applicable	Not Applicable
	"2008"	"2008"	"88 years"	"88"	73109	Not Applicable	Not Applicable
	"2008"	"2008"	"89 years"	"89"	65672	Not Applicable	Not Applicable
	"2008"	"2008"	"90 years"	"90"	62598	Not Applicable	Not Applicable
	"2008"	"2008"	"91 years"	"91"	56051	Not Applicable	Not Applicable
	"2008"	"2008"	"92 years"	"92"	50172	Not Applicable	Not Applicable
	"2008"	"2008"	"93 years"	"93"	44453	Not Applicable	Not Applicable
	"2008"	"2008"	"94 years"	"94"	38107	Not Applicable	Not Applicable
	"2008"	"2008"	"95 years"	"95"	31242	Not Applicable	Not Applicable
	"2008"	"2008"	"96 years"	"96"	24661	Not Applicable	Not Applicable
	"2008"	"2008"	"97 years"	"97"	19289	Not Applicable	Not Applicable
	"2008"	"2008"	"98 years"	"98"	14415	Not Applicable	Not Applicable
	"2008"	"2008"	"99 years"	"99"	10259	Not Applicable	Not Applicable
	"2008"	"2008"	"100+ years"	"100"	20892	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	147	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"0"	26412	4003587	659.7
	"2009"	"2009"	"1 year"	"1"	1748	4078797	42.9
	"2009"	"2009"	"2 years"	"2"	1157	4103002	28.2
	"2009"	"2009"	"3 years"	"3"	876	4025675	21.8
	"2009"	"2009"	"4 years"	"4"	669	4033457	16.6
	"2009"	"2009"	"5 years"	"5"	586	4070265	14.4
	"2009"	"2009"	"6 years"	"6"	523	4018200	13.0
	"2009"	"2009"	"7 years"	"7"	446	4017024	11.1
	"2009"	"2009"	"8 years"	"8"	458	4089946	11.2
	"2009"	"2009"	"9 years"	"9"	510	3987064	12.8
	"2009"	"2009"	"10 years"	"10"	466	4133090	11.3
	"2009"	"2009"	"11 years"	"11"	575	4066605	14.1
	"2009"	"2009"	"12 years"	"12"	572	4110576	13.9
	"2009"	"2009"	"13 years"	"13"	674	4164413	16.2
	"2009"	"2009"	"14 years"	"14"	841	4185880	20.1
	"2009"	"2009"	"15 years"	"15"	1159	4259907	27.2
	"2009"	"2009"	"16 years"	"16"	1718	4365338	39.4
	"2009"	"2009"	"17 years"	"17"	2250	4421341	50.9
	"2009"	"2009"	"18 years"	"18"	3051	4534634	67.3
	"2009"	"2009"	"19 years"	"19"	3342	4611590	72.5
	"2009"	"2009"	"20 years"	"20"	3519	4383628	80.3
	"2009"	"2009"	"21 years"	"21"	3863	4307414	89.7
	"2009"	"2009"	"22 years"	"22"	3658	4217667	86.7
	"2009"	"2009"	"23 years"	"23"	3931	4230115	92.9
	"2009"	"2009"	"24 years"	"24"	3925	4245298	92.5
	"2009"	"2009"	"25 years"	"25"	3877	4204602	92.2
	"2009"	"2009"	"26 years"	"26"	4107	4197922	97.8
	"2009"	"2009"	"27 years"	"27"	4018	4250014	94.5
	"2009"	"2009"	"28 years"	"28"	4225	4250613	99.4
	"2009"	"2009"	"29 years"	"29"	4385	4175077	105.0
	"2009"	"2009"	"30 years"	"30"	4303	4104133	104.8
	"2009"	"2009"	"31 years"	"31"	4192	3890200	107.8
	"2009"	"2009"	"32 years"	"32"	4319	3921281	110.1
	"2009"	"2009"	"33 years"	"33"	4401	3813001	115.4
	"2009"	"2009"	"34 years"	"34"	4675	3916499	119.4
	"2009"	"2009"	"35 years"	"35"	4878	3829432	127.4
	"2009"	"2009"	"36 years"	"36"	5243	3905615	134.2
	"2009"	"2009"	"37 years"	"37"	5832	4071181	143.3
	"2009"	"2009"	"38 years"	"38"	6557	4304006	152.3
	"2009"	"2009"	"39 years"	"39"	7000	4397562	159.2
	"2009"	"2009"	"40 years"	"40"	7447	4145183	179.7
	"2009"	"2009"	"41 years"	"41"	8020	4085265	196.3
	"2009"	"2009"	"42 years"	"42"	8728	4085849	213.6
	"2009"	"2009"	"43 years"	"43"	9670	4209233	229.7
	"2009"	"2009"	"44 years"	"44"	11290	4454485	253.5
	"2009"	"2009"	"45 years"	"45"	12568	4509265	278.7
	"2009"	"2009"	"46 years"	"46"	13917	4523596	307.7
	"2009"	"2009"	"47 years"	"47"	15340	4557336	336.6
	"2009"	"2009"	"48 years"	"48"	16649	4582655	363.3
	"2009"	"2009"	"49 years"	"49"	17933	4689393	382.4
	"2009"	"2009"	"50 years"	"50"	19359	4462192	433.8
	"2009"	"2009"	"51 years"	"51"	20905	4514833	463.0
	"2009"	"2009"	"52 years"	"52"	22684	4429228	512.1
	"2009"	"2009"	"53 years"	"53"	23593	4281465	551.0
	"2009"	"2009"	"54 years"	"54"	24620	4317125	570.3
	"2009"	"2009"	"55 years"	"55"	25556	4074019	627.3
	"2009"	"2009"	"56 years"	"56"	26572	3975863	668.3
	"2009"	"2009"	"57 years"	"57"	27649	3819855	723.8
	"2009"	"2009"	"58 years"	"58"	28269	3721219	759.7
	"2009"	"2009"	"59 years"	"59"	29660	3689647	803.9
	"2009"	"2009"	"60 years"	"60"	31518	3489302	903.3
	"2009"	"2009"	"61 years"	"61"	33317	3517588	947.2
	"2009"	"2009"	"62 years"	"62"	36617	3673134	996.9
	"2009"	"2009"	"63 years"	"63"	31634	2745716	1152.1
	"2009"	"2009"	"64 years"	"64"	32515	2699257	1204.6
	"2009"	"2009"	"65 years"	"65"	35435	2653345	1335.5
	"2009"	"2009"	"66 years"	"66"	38535	2719454	1417.0
	"2009"	"2009"	"67 years"	"67"	37050	2394376	1547.4
	"2009"	"2009"	"68 years"	"68"	37086	2204229	1682.5
	"2009"	"2009"	"69 years"	"69"	37665	2120973	1775.8
	"2009"	"2009"	"70 years"	"70"	39434	1974076	1997.6
	"2009"	"2009"	"71 years"	"71"	41317	1936308	2133.8
	"2009"	"2009"	"72 years"	"72"	42164	1790136	2355.4
	"2009"	"2009"	"73 years"	"73"	44731	1737897	2573.9
	"2009"	"2009"	"74 years"	"74"	47615	1702305	2797.1
	"2009"	"2009"	"75 years"	"75"	47955	1513301	3168.9
	"2009"	"2009"	"76 years"	"76"	51082	1510000	3382.9
	"2009"	"2009"	"77 years"	"77"	54733	1455744	3759.8
	"2009"	"2009"	"78 years"	"78"	59223	1417539	4177.9
	"2009"	"2009"	"79 years"	"79"	61994	1398480	4433.0
	"2009"	"2009"	"80 years"	"80"	64312	1270444	5062.2
	"2009"	"2009"	"81 years"	"81"	68109	1236769	5507.0
	"2009"	"2009"	"82 years"	"82"	71549	1152248	6209.5
	"2009"	"2009"	"83 years"	"83"	72946	1067638	6832.5
	"2009"	"2009"	"84 years"	"84"	75824	1000612	7577.8
	"2009"	"2009"	"85 years"	"85"	76411	Not Applicable	Not Applicable
	"2009"	"2009"	"86 years"	"86"	76038	Not Applicable	Not Applicable
	"2009"	"2009"	"87 years"	"87"	75946	Not Applicable	Not Applicable
	"2009"	"2009"	"88 years"	"88"	73111	Not Applicable	Not Applicable
	"2009"	"2009"	"89 years"	"89"	67626	Not Applicable	Not Applicable
	"2009"	"2009"	"90 years"	"90"	60015	Not Applicable	Not Applicable
	"2009"	"2009"	"91 years"	"91"	55639	Not Applicable	Not Applicable
	"2009"	"2009"	"92 years"	"92"	49329	Not Applicable	Not Applicable
	"2009"	"2009"	"93 years"	"93"	43309	Not Applicable	Not Applicable
	"2009"	"2009"	"94 years"	"94"	37242	Not Applicable	Not Applicable
	"2009"	"2009"	"95 years"	"95"	30646	Not Applicable	Not Applicable
	"2009"	"2009"	"96 years"	"96"	24575	Not Applicable	Not Applicable
	"2009"	"2009"	"97 years"	"97"	18713	Not Applicable	Not Applicable
	"2009"	"2009"	"98 years"	"98"	13909	Not Applicable	Not Applicable
	"2009"	"2009"	"99 years"	"99"	10277	Not Applicable	Not Applicable
	"2009"	"2009"	"100+ years"	"100"	20392	Not Applicable	Not Applicable
	"2009"	"2009"	"Not Stated"	"NS"	255	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"0"	24586	3944153	623.4
	"2010"	"2010"	"1 year"	"1"	1734	3978070	43.6
	"2010"	"2010"	"2 years"	"2"	1104	4096929	26.9
	"2010"	"2010"	"3 years"	"3"	844	4119040	20.5
	"2010"	"2010"	"4 years"	"4"	634	4063170	15.6
	"2010"	"2010"	"5 years"	"5"	500	4056858	12.3
	"2010"	"2010"	"6 years"	"6"	466	4066381	11.5
	"2010"	"2010"	"7 years"	"7"	461	4030579	11.4
	"2010"	"2010"	"8 years"	"8"	466	4046486	11.5
	"2010"	"2010"	"9 years"	"9"	437	4148353	10.5
	"2010"	"2010"	"10 years"	"10"	429	4172541	10.3
	"2010"	"2010"	"11 years"	"11"	520	4114415	12.6
	"2010"	"2010"	"12 years"	"12"	551	4106243	13.4
	"2010"	"2010"	"13 years"	"13"	622	4118013	15.1
	"2010"	"2010"	"14 years"	"14"	827	4165982	19.9
	"2010"	"2010"	"15 years"	"15"	1064	4242820	25.1
	"2010"	"2010"	"16 years"	"16"	1614	4316139	37.4
	"2010"	"2010"	"17 years"	"17"	2049	4395295	46.6
	"2010"	"2010"	"18 years"	"18"	2900	4500855	64.4
	"2010"	"2010"	"19 years"	"19"	3260	4585234	71.1
	"2010"	"2010"	"20 years"	"20"	3456	4519129	76.5
	"2010"	"2010"	"21 years"	"21"	3797	4354294	87.2
	"2010"	"2010"	"22 years"	"22"	3700	4264642	86.8
	"2010"	"2010"	"23 years"	"23"	3713	4198571	88.4
	"2010"	"2010"	"24 years"	"24"	3998	4249363	94.1
	"2010"	"2010"	"25 years"	"25"	3915	4262350	91.9
	"2010"	"2010"	"26 years"	"26"	3959	4152305	95.3
	"2010"	"2010"	"27 years"	"27"	3937	4248869	92.7
	"2010"	"2010"	"28 years"	"28"	4188	4215249	99.4
	"2010"	"2010"	"29 years"	"29"	4264	4223076	101.0
	"2010"	"2010"	"30 years"	"30"	4427	4285668	103.3
	"2010"	"2010"	"31 years"	"31"	4341	3970218	109.3
	"2010"	"2010"	"32 years"	"32"	4390	3986847	110.1
	"2010"	"2010"	"33 years"	"33"	4411	3880150	113.7
	"2010"	"2010"	"34 years"	"34"	4427	3839216	115.3
	"2010"	"2010"	"35 years"	"35"	4759	3956434	120.3
	"2010"	"2010"	"36 years"	"36"	4997	3802087	131.4
	"2010"	"2010"	"37 years"	"37"	5402	3934445	137.3
	"2010"	"2010"	"38 years"	"38"	6030	4121880	146.3
	"2010"	"2010"	"39 years"	"39"	6824	4364796	156.3
	"2010"	"2010"	"40 years"	"40"	7107	4383274	162.1
	"2010"	"2010"	"41 years"	"41"	7594	4114985	184.5
	"2010"	"2010"	"42 years"	"42"	8187	4076104	200.9
	"2010"	"2010"	"43 years"	"43"	8882	4105105	216.4
	"2010"	"2010"	"44 years"	"44"	10251	4211496	243.4
	"2010"	"2010"	"45 years"	"45"	11627	4508868	257.9
	"2010"	"2010"	"46 years"	"46"	13489	4519761	298.4
	"2010"	"2010"	"47 years"	"47"	14718	4535265	324.5
	"2010"	"2010"	"48 years"	"48"	15924	4538796	350.8
	"2010"	"2010"	"49 years"	"49"	17811	4605901	386.7
	"2010"	"2010"	"50 years"	"50"	19263	4660295	413.3
	"2010"	"2010"	"51 years"	"51"	20259	4464631	453.8
	"2010"	"2010"	"52 years"	"52"	22233	4500846	494.0
	"2010"	"2010"	"53 years"	"53"	23362	4380354	533.3
	"2010"	"2010"	"54 years"	"54"	24521	4291999	571.3
	"2010"	"2010"	"55 years"	"55"	25630	4254709	602.4
	"2010"	"2010"	"56 years"	"56"	27040	4037513	669.7
	"2010"	"2010"	"57 years"	"57"	27950	3936386	710.0
	"2010"	"2010"	"58 years"	"58"	29193	3794928	769.3
	"2010"	"2010"	"59 years"	"59"	30148	3641269	828.0
	"2010"	"2010"	"60 years"	"60"	31140	3621131	860.0
	"2010"	"2010"	"61 years"	"61"	32563	3492596	932.3
	"2010"	"2010"	"62 years"	"62"	35571	3563182	998.3
	"2010"	"2010"	"63 years"	"63"	38345	3483884	1100.6
	"2010"	"2010"	"64 years"	"64"	33222	2657131	1250.3
	"2010"	"2010"	"65 years"	"65"	34379	2680761	1282.4
	"2010"	"2010"	"66 years"	"66"	37049	2639141	1403.8
	"2010"	"2010"	"67 years"	"67"	40139	2649365	1515.0
	"2010"	"2010"	"68 years"	"68"	39193	2323672	1686.7
	"2010"	"2010"	"69 years"	"69"	39202	2142324	1829.9
	"2010"	"2010"	"70 years"	"70"	40181	2043121	1966.6
	"2010"	"2010"	"71 years"	"71"	41586	1949323	2133.4
	"2010"	"2010"	"72 years"	"72"	43748	1864275	2346.6
	"2010"	"2010"	"73 years"	"73"	44508	1736960	2562.4
	"2010"	"2010"	"74 years"	"74"	47166	1684487	2800.0
	"2010"	"2010"	"75 years"	"75"	49951	1620077	3083.2
	"2010"	"2010"	"76 years"	"76"	50625	1471070	3441.4
	"2010"	"2010"	"77 years"	"77"	54012	1455330	3711.3
	"2010"	"2010"	"78 years"	"78"	57767	1400123	4125.9
	"2010"	"2010"	"79 years"	"79"	60993	1371195	4448.2
	"2010"	"2010"	"80 years"	"80"	64957	1308511	4964.2
	"2010"	"2010"	"81 years"	"81"	67177	1212865	5538.7
	"2010"	"2010"	"82 years"	"82"	71411	1161421	6148.6
	"2010"	"2010"	"83 years"	"83"	73119	1074809	6803.0
	"2010"	"2010"	"84 years"	"84"	75639	985721	7673.5
	"2010"	"2010"	"85 years"	"85"	78314	Not Applicable	Not Applicable
	"2010"	"2010"	"86 years"	"86"	77674	Not Applicable	Not Applicable
	"2010"	"2010"	"87 years"	"87"	75827	Not Applicable	Not Applicable
	"2010"	"2010"	"88 years"	"88"	75609	Not Applicable	Not Applicable
	"2010"	"2010"	"89 years"	"89"	72013	Not Applicable	Not Applicable
	"2010"	"2010"	"90 years"	"90"	66424	Not Applicable	Not Applicable
	"2010"	"2010"	"91 years"	"91"	56893	Not Applicable	Not Applicable
	"2010"	"2010"	"92 years"	"92"	52726	Not Applicable	Not Applicable
	"2010"	"2010"	"93 years"	"93"	45038	Not Applicable	Not Applicable
	"2010"	"2010"	"94 years"	"94"	38443	Not Applicable	Not Applicable
	"2010"	"2010"	"95 years"	"95"	32683	Not Applicable	Not Applicable
	"2010"	"2010"	"96 years"	"96"	26112	Not Applicable	Not Applicable
	"2010"	"2010"	"97 years"	"97"	19923	Not Applicable	Not Applicable
	"2010"	"2010"	"98 years"	"98"	14945	Not Applicable	Not Applicable
	"2010"	"2010"	"99 years"	"99"	11021	Not Applicable	Not Applicable
	"2010"	"2010"	"100+ years"	"100"	21829	Not Applicable	Not Applicable
	"2010"	"2010"	"Not Stated"	"NS"	126	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"0"	23985	3996537	600.1
	"2011"	"2011"	"1 year"	"1"	1672	3969022	42.1
	"2011"	"2011"	"2 years"	"2"	1063	3971760	26.8
	"2011"	"2011"	"3 years"	"3"	837	4102285	20.4
	"2011"	"2011"	"4 years"	"4"	674	4122454	16.3
	"2011"	"2011"	"5 years"	"5"	571	4088149	14.0
	"2011"	"2011"	"6 years"	"6"	502	4074959	12.3
	"2011"	"2011"	"7 years"	"7"	458	4083146	11.2
	"2011"	"2011"	"8 years"	"8"	483	4052957	11.9
	"2011"	"2011"	"9 years"	"9"	437	4034985	10.8
	"2011"	"2011"	"10 years"	"10"	457	4134144	11.1
	"2011"	"2011"	"11 years"	"11"	478	4195505	11.4
	"2011"	"2011"	"12 years"	"12"	531	4124205	12.9
	"2011"	"2011"	"13 years"	"13"	634	4122078	15.4
	"2011"	"2011"	"14 years"	"14"	850	4128920	20.6
	"2011"	"2011"	"15 years"	"15"	1015	4156836	24.4
	"2011"	"2011"	"16 years"	"16"	1536	4245479	36.2
	"2011"	"2011"	"17 years"	"17"	2010	4330851	46.4
	"2011"	"2011"	"18 years"	"18"	2743	4396167	62.4
	"2011"	"2011"	"19 years"	"19"	3290	4514710	72.9
	"2011"	"2011"	"20 years"	"20"	3404	4596113	74.1
	"2011"	"2011"	"21 years"	"21"	3862	4592336	84.1
	"2011"	"2011"	"22 years"	"22"	3980	4411032	90.2
	"2011"	"2011"	"23 years"	"23"	3976	4311760	92.2
	"2011"	"2011"	"24 years"	"24"	3851	4242591	90.8
	"2011"	"2011"	"25 years"	"25"	4012	4267827	94.0
	"2011"	"2011"	"26 years"	"26"	4100	4311255	95.1
	"2011"	"2011"	"27 years"	"27"	3988	4181448	95.4
	"2011"	"2011"	"28 years"	"28"	4114	4255686	96.7
	"2011"	"2011"	"29 years"	"29"	4358	4263578	102.2
	"2011"	"2011"	"30 years"	"30"	4454	4224516	105.4
	"2011"	"2011"	"31 years"	"31"	4651	4317087	107.7
	"2011"	"2011"	"32 years"	"32"	4663	4052694	115.1
	"2011"	"2011"	"33 years"	"33"	4627	3976037	116.4
	"2011"	"2011"	"34 years"	"34"	4781	3940370	121.3
	"2011"	"2011"	"35 years"	"35"	4757	3827920	124.3
	"2011"	"2011"	"36 years"	"36"	5083	3952699	128.6
